symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
CUL9	0.15145331114443708	No data	No data	0.24317231904464845	No data	No data	No data	No data	No data	No data
EFHD1	0.15128635633904824	0.2488545685354439	No data	No data	No data	No data	No data	No data	No data	No data
P2RX5	0.15126366163542332	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCN3A	0.15123207653697995	No data	No data	No data	No data	No data	No data	No data	No data	No data
CADM4	0.15109371722130424	0.24853769181444077	No data	No data	No data	No data	No data	No data	No data	No data
PPCS	0.1508842423590027	0.24819312157203077	No data	No data	No data	No data	No data	No data	No data	No data
CTSS	0.15079869791158476	0.22722501142531246	No data	No data	No data	No data	No data	No data	No data	No data
TNFRSF17	0.15062226977675022	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD180	0.1498646310746466	No data	No data	No data	No data	No data	No data	No data	No data	No data
OR13C5	0.1495296203513925	0.24596487123016272	No data	No data	No data	No data	No data	No data	No data	No data
SAV1	0.14932874028535376	No data	No data	No data	No data	No data	No data	No data	No data	No data
NOA1	0.14914247608965936	0.2444161521202589	No data	No data	No data	No data	No data	No data	No data	No data
MYO9B	0.1488881955362497	0.2449097761146286	No data	No data	No data	No data	No data	No data	No data	No data
SNX22	0.14836783266317352	No data	No data	No data	No data	No data	No data	No data	No data	No data
SPIN4	0.14825822987360443	0.2438735304348239	No data	No data	No data	No data	No data	No data	No data	No data
TRIM65	0.1480618064072369	0.24355042874769234	No data	No data	No data	No data	No data	No data	No data	No data
ACTR2	0.14750341790055688	0.24202399125676338	No data	No data	No data	No data	No data	No data	No data	No data
GPR149	0.14749321335128016	0.24094332665224594	No data	No data	No data	No data	No data	No data	No data	No data
HPCAL1	0.1468711740150169	0.2409839980732894	No data	No data	No data	No data	No data	No data	No data	No data
MTHFSD	0.1468569630887792	0.24156855297631977	No data	No data	No data	No data	No data	No data	No data	No data
BET1L	0.14669502583878788	0.2413021784964817	No data	No data	No data	No data	No data	No data	No data	No data
MBOAT1	0.14660985244857322	0.24116207473705828	No data	No data	No data	No data	No data	No data	No data	No data
FADS1	0.14623555696006102	0.21818212608049972	No data	No data	No data	No data	No data	No data	No data	No data
AAGAB	0.1452106239439773	0.23886045009475843	No data	No data	No data	No data	No data	No data	No data	No data
MAGI3	0.14511835040247692	0.2387086671256065	No data	No data	No data	No data	No data	No data	No data	No data
GFOD1	0.14458043045695626	0.237823829661155	No data	No data	No data	No data	No data	No data	No data	No data
FGA	0.14343661581286285	0.22536240847460667	No data	No data	No data	No data	No data	No data	No data	No data
SIK3	0.14343197542148192	0.23532677753594117	No data	No data	No data	No data	No data	No data	No data	No data
NECTIN2	0.1431037947184439	0.2292933616596383	No data	No data	No data	No data	No data	No data	No data	No data
ECM1	0.1428554801797695	0.2343784866383961	No data	No data	No data	No data	No data	No data	No data	No data
CIB1	0.14235514280978626	No data	0.23309952155873334	No data	No data	No data	No data	No data	No data	No data
STAB2	0.142123984817997	0.23378316311060368	No data	No data	No data	No data	No data	No data	No data	No data
ZNF711	0.14190018520619124	No data	No data	No data	No data	No data	No data	No data	No data	No data
TOM1L2	0.1417930704204485	0.233238834053993	No data	No data	No data	No data	No data	No data	No data	No data
ZDHHC18	0.14125622781029212	0.23235576872441033	No data	No data	No data	No data	No data	No data	No data	No data
OSBPL10	0.14117950448955607	No data	No data	No data	No data	No data	No data	No data	No data	No data
SNX27	0.13980268359076792	0.22996479885541415	No data	No data	No data	No data	No data	No data	No data	No data
OPRL1	0.1397434736573285	0.22812804545106694	No data	No data	No data	No data	No data	No data	No data	No data
EXOC1L	0.1395904924505768	0.22961576054213118	No data	No data	No data	No data	No data	No data	No data	No data
PRKAR1A	0.1395263799179635	0.2242153970861941	No data	No data	No data	No data	No data	No data	No data	No data
KIRREL3	0.13907361024531487	0.2287655285629444	No data	No data	No data	No data	No data	No data	No data	No data
CTSA	0.13844552089270562	0.22697245577366038	No data	No data	No data	No data	No data	No data	No data	No data
CCDC30	0.13814082147015216	0.2272311618573467	No data	No data	No data	No data	No data	No data	No data	No data
TLR2	0.1377379642232406	0.21426983309943137	No data	No data	No data	No data	No data	No data	No data	No data
IL23A	0.13643936538908571	0.20703365404951254	No data	No data	No data	No data	No data	No data	No data	No data
PRKAG2	0.13580556037015723	0.07792076574651816	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data
GP2	0.1351971802775344	0.22238909561529677	No data	No data	No data	No data	No data	No data	No data	No data
PIDD1	0.13512502614711827	0.22227040754964913	No data	No data	No data	No data	No data	No data	No data	No data
SBF2	0.13490295693241292	0.2219051205538631	No data	No data	No data	No data	No data	No data	No data	No data
DMWD	0.13475496624600938	0.22166168711212111	No data	No data	No data	No data	No data	No data	No data	No data
CIART	0.13464168015377084	0.2214753400925531	No data	No data	No data	No data	No data	No data	No data	No data
RPS6KA1	0.1340670066603389	0.22053004583259841	No data	No data	No data	No data	No data	No data	No data	No data
SEPTIN2	0.13385365822576278	0.2201791038579291	No data	No data	No data	No data	No data	No data	No data	No data
RALGPS2	0.1333259325775062	No data	No data	No data	No data	No data	No data	No data	No data	No data
MLX	0.13303116775596704	0.21882616948936764	No data	No data	No data	No data	No data	No data	No data	No data
FAM3C	0.13295635272282147	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARAP1	0.1314188227394459	0.21617398436754856	No data	No data	No data	No data	No data	No data	No data	No data
ADIPOQ	0.13123143009179122	No data	No data	No data	No data	No data	No data	No data	No data	No data
MTHFR	0.13089083818863628	0.14771216937051554	No data	No data	No data	No data	No data	No data	No data	No data
LEPR	0.13066021116212953	0.17901530917238273	No data	No data	No data	No data	No data	No data	No data	No data
CABIN1	0.13013060671483914	0.21405496682530895	No data	No data	No data	No data	No data	No data	No data	No data
CLCN6	0.13010878279731183	0.2061159677691832	No data	No data	No data	No data	No data	No data	No data	No data
SETDB1	0.1296641663983582	0.21328770792295781	No data	No data	No data	No data	No data	No data	No data	No data
MAU2	0.1296586620214951	0.21145486124814752	No data	No data	No data	No data	No data	No data	No data	No data
APOA1	0.12931034618722245	No data	No data	No data	No data	No data	No data	No data	No data	No data
MLH3	0.12924875059226873	0.2126043804657513	No data	No data	No data	No data	No data	No data	No data	No data
CX3CR1	0.129224834523993	No data	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data
C12orf43	0.12912716911052063	0.2124043881603347	No data	No data	No data	No data	No data	No data	No data	No data
HERPUD2	0.12812913335691287	0.21076269512960033	No data	No data	No data	No data	No data	No data	No data	No data
TNF	0.12785029449235988	No data	No data	No data	No data	No data	No data	No data	No data	No data
USP36	0.1275095471167116	0.20791973041873946	No data	No data	No data	No data	No data	No data	No data	No data
RNASEH2C	0.12726596000139292	0.2093428405032003	No data	No data	No data	No data	No data	No data	No data	No data
PON1	0.12682333201156948	No data	No data	No data	No data	No data	No data	No data	No data	No data
SEPTIN5	0.1266929472928327	0.208400278108251	No data	No data	No data	No data	No data	No data	No data	No data
CAPN2	0.12542487036468625	No data	0.2028187857641977	No data	No data	No data	No data	No data	No data	No data
DUS4L	0.12477433001666521	0.2052442983755164	No data	No data	No data	No data	No data	No data	No data	No data
OR52E4	0.12359121988849255	0.2032981720518941	No data	No data	No data	No data	No data	No data	No data	No data
GSS	0.12347555627645229	0.2031079141927847	No data	No data	No data	No data	No data	No data	No data	No data
CALCOCO2	0.12307121626091658	0.20153090937360255	No data	No data	No data	No data	No data	No data	No data	No data
ASAP2	0.12251609420551211	0.20000984494699012	No data	No data	No data	No data	No data	No data	No data	No data
TNNI3	0.12204306701812516	No data	No data	No data	No data	No data	No data	No data	No data	No data
SYMPK	0.12115919985115671	0.1968744040541553	No data	No data	No data	No data	No data	No data	No data	No data
NME9	0.12011239205639697	0.19757576442628463	No data	No data	No data	No data	No data	No data	No data	No data
MLXIPL	0.11957459984508552	0.1786964145678594	No data	No data	No data	No data	No data	No data	No data	No data
GFPT1	0.11924863467221453	0.1946351221230528	No data	No data	No data	No data	No data	No data	No data	No data
UTP18	0.11910412026974963	0.19591723389845395	No data	No data	No data	No data	No data	No data	No data	No data
BLTP3A	0.11902310733815366	0.19578397377754175	No data	No data	No data	No data	No data	No data	No data	No data
F2R	0.11899440019185	No data	No data	No data	No data	No data	No data	No data	No data	No data
OTUD7B	0.1189098651294062	0.19559769894298434	No data	No data	No data	No data	No data	No data	No data	No data
RNF113B	0.11853929819857872	0.1949881444800696	No data	No data	No data	No data	No data	No data	No data	No data
P4HA2	0.1183307964575244	0.19464517494821915	No data	No data	No data	No data	No data	No data	No data	No data
CRP	0.11817409971786402	No data	No data	No data	No data	No data	No data	No data	No data	No data
USP53	0.11816711225268983	0.19437592686031568	No data	No data	No data	No data	No data	No data	No data	No data
APOF	0.1179812791162382	0.1940702454617392	No data	No data	No data	No data	No data	No data	No data	No data
RHOF	0.11783408813510457	0.19382812747444214	No data	No data	No data	No data	No data	No data	No data	No data
MRPS6	0.11739634540689509	0.18854859294361348	No data	No data	No data	No data	No data	No data	No data	No data
CHI3L1	0.11702070219930676	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNNT2	0.11607682829184574	No data	No data	No data	No data	No data	No data	No data	No data	No data
BMPR2	0.11596294711508932	0.1894467376261796	No data	No data	No data	No data	No data	No data	No data	No data
CNPY2	0.115936968538079	0.18964363089569014	No data	No data	No data	No data	No data	No data	No data	No data
NPPB	0.11593157339242713	No data	No data	No data	No data	No data	No data	No data	No data	No data
DDX31	0.11577002859442659	0.19043290626047	No data	No data	No data	No data	No data	No data	No data	No data
ICAM1	0.11570510807500695	No data	No data	No data	No data	No data	No data	No data	No data	No data
AOPEP	0.11537064853678038	No data	No data	No data	No data	No data	No data	No data	No data	No data
TBC1D7	0.11519269756136229	0.1894832405496153	No data	No data	No data	No data	No data	No data	No data	No data
CRYBA2	0.11510225473878294	0.18933446897407633	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000293606	0.1146244964967598	0.18854859294361348	No data	No data	No data	No data	No data	No data	No data	No data
MPO	0.11450825442219931	No data	No data	No data	No data	No data	No data	No data	No data	No data
RBP4	0.11447108059089618	No data	No data	No data	No data	No data	No data	No data	No data	No data
WDR12	0.11390133659926614	0.18368714780643627	No data	No data	No data	No data	No data	No data	No data	No data
FGF21	0.11389492474555561	No data	No data	No data	No data	No data	No data	No data	No data	No data
BDNF	0.11384076533485821	No data	No data	No data	No data	No data	No data	No data	No data	No data
LEP	0.11362701784172902	No data	No data	No data	No data	No data	No data	No data	No data	No data
KAT2A	0.11356517325587719	0.18498229425722615	No data	No data	No data	No data	No data	No data	No data	No data
CDKN2B-AS1	0.11353686661473404	No data	No data	No data	No data	No data	No data	No data	No data	No data
KDR	0.11339572091177191	No data	No data	No data	No data	No data	No data	No data	No data	No data
MMP9	0.11334219951684821	No data	No data	No data	No data	No data	No data	No data	No data	No data
BCAP29	0.11316544072701006	0.18614855699300537	No data	No data	No data	No data	No data	No data	No data	No data
ANGPTL3	0.11307070275335691	No data	No data	No data	No data	No data	No data	No data	No data	No data
FAM89B	0.11305730232359162	0.18597067753066643	No data	No data	No data	No data	No data	No data	No data	No data
TLR4	0.11274348034059258	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOXR2	0.11244137243602847	0.18495751963509188	No data	No data	No data	No data	No data	No data	No data	No data
ELFN1	0.11213807797379621	0.18385069247719746	No data	No data	No data	No data	No data	No data	No data	No data
